Pointer #,Speaker,Japanese
24,Dogi,娘のエフィはアドルさんを助け、
24,Dogi,アドルさんはその父であるオレを助けた。
24,Dogi,そういうワケかい。
24,Dogi,それじゃあ、おあいこってことだな。
24,Dogi,でもまあ、これでオレたちは
24,Dogi,もう仲間みたいなもんだ。
24,Dogi,おまけに、あんたはドギの親友でもあるしな。
24,Dogi,なにか困ったことがあったらなんでも言ってくれ、
24,Dogi,力になるぜ。
24,Dogi,ただし
24,Dogi,。
24,Dogi,エフィはやれないぜ。
24,Dogi,なにいってるのよ、お父さんたら。
24,Dogi,もう
24,Dogi,わたしにはドギさんって心に決めている人が
24,Dogi,いるんだから
24,Dogi,。
24,Dogi,キャー
24,Dogi,なにいわせるのよ、お父さんのバカ
24,Dogi,ぐはっ
24,Dogi,キズが、キズが
24,Dogi,くぅぅ
24,Dogi,。
24,Dogi,さあアドルさんもドギさんも、おつかれ
24,Dogi,でしょう。ゆっくりしていってくださいね。
27,Dogi,ねえ。このへんで赤毛の男を見かけなかったかい
27,Dogi,たしかに、この町に来たはずなんだよ。
27,Dogi,赤毛ねぇ。おぼえがないな。
27,Dogi,旅人といえば、いまはムハーバのところに来たドギさん
27,Dogi,が有名だけど。
27,Dogi,ドギって名前じゃないよ。アドルっていうんだ。
27,Dogi,お人好しで、赤毛で、顔は
27,Dogi,ま、まあいいほうだと
27,Dogi,思うんだけど。
27,Dogi,[BLUE]どこかで見覚えのある女の子だ
27,Dogi,。[WHITE]
28,Terra,あー、ちょいと兄さん。このへんで赤毛の旅人を
28,Terra,って、アドル
28,Terra,[BLUE]女の子は、イブール一家のテラだった
28,Terra,[WHITE]
28,Terra,うわ、まさか本人見つけちゃうとは
28,Terra,あ、あばよ
28,Terra,たいへんだ
29,Terra,うわー、ナルムの使徒団だ
29,Terra,大勢で攻めてきたぞ
29,Terra,女、子供を隠せ
29,Terra,誰か
29,Terra,ムハーバさんとドギさんへ知らせに
29,Terra,行くんだー
29,Terra,くそっ、ナルムの使徒団め
29,Terra,しかし、どうしたんだ。こんな大がかりに町を
29,Terra,襲うことなんかなかったはずだが。
29,Terra,ええい。とにもかくにも町を守らにゃ。
29,Terra,アドル、力を貸してくれ
29,Terra,ヤツらを残らずやっつけてやろうぜ
33,Terra,くそ。これじゃあキリがないぜ。
33,Terra,アドル、ここは二手にわかれて闘おう。
33,Terra,俺は西、おまえは東の連中を頼む。
37,Terra,はっはっはっ。
37,Terra,この人数相手にやるな。
37,Terra,さすが私が見込んだだけはある。
37,Terra,おまえたちがかなう相手ではない。
37,Terra,引け
37,Terra,ひさしぶりだね、アドルくん。
37,Terra,きみなら、必ずすべての結晶を集めると信じていたよ。
37,Terra,アドルくん、そろそろ君も幻の都の秘密に勘づいて
37,Terra,来たころだろう。
37,Terra,そうなると、大人しく結晶を渡してくれないんじゃ
37,Terra,ないかと思ってね。
37,Terra,こうして、私自ら迎えにあがったというわけだよ。
37,Terra,兵まで連れてね。
37,Terra,なーに、気にすることはない。
37,Terra,結晶を手に入れた後、砂漠の向こうにある幻の王国の
37,Terra,忘れ形見、ケフィン廃都に行かねばならないのだ。
37,Terra,寄り道みたいなものだよ。
37,Terra,さて、アドルくん。
37,Terra,私は、きみと取り引きをしたいと思っている。
37,Terra,私が望むものはむろんきみが持っている結晶だ。
37,Terra,そして、私からの交換条件は、これだ。
37,Terra,きみのお友達だよ。
37,Terra,友達というよりは、恋人なのかな
37,Terra,ネード洞窟では、わざわざ彼女を助けてあげた
37,Terra,そうだね。
37,Terra,ははは。まあ、いい。
37,Terra,彼女は、結晶と引き換えにおかえししよう。
37,Terra,[BLUE]「土の結晶」を奪われた。[WHITE]
37,Terra,[BLUE]「炎の結晶」を奪われた。[WHITE]
37,Terra,さて、これで火と土の結晶がそろったわけだ。
37,Terra,あとは水の結晶をいただくとしよう。
37,Terra,そこに隠れているドブネズミたちからな
37,Terra,ちっ。気づいていたのかい
37,Terra,きみたちなら、アドルくんの結晶をねらって、
37,Terra,ここに来るはずだと思ってね。
37,Terra,さあ、きみたちが持っている「水の結晶」を
37,Terra,渡してもらおうかな。
37,Terra,冗談も休み休みお言いよ。
37,Terra,誰がおまえなんかに結晶を渡すもんかい
37,Terra,そうかね。では、これを見ても同じことをいえるかな
37,Terra,テラ
37,Terra,ドーマン、おまえテラに何をしたんだい
37,Terra,安心したまえ。
37,Terra,ニーナくんと同じように気を失っているだけだよ。
37,Terra,それよりも、結晶を渡す気になったかね。
37,Terra,ならねば、本当にこの子に何かしなくてはならないが。
37,Terra,く、くそ
37,Terra,。
37,Terra,仕方がないね。ほらよ、受け取りな。
37,Terra,ふふふふふふ。
37,Terra,ついに、ついに、結晶をすべて手に入れたぞ。
37,Terra,これで私の悲願がかなう。
37,Terra,やい
37,Terra,あたしたちの依頼主もそうだが、どうして、
37,Terra,そんな結晶を欲しがるんだい
37,Terra,さか、本当に北アフロカのために
37,Terra,使う気かい
37,Terra,ふっ。そうだな、いずれわかることだから
37,Terra,教えておいてやろう。私の正体を、な。
37,Terra,そこにいるアドルくんなら知っているだろう。
37,Terra,かつて、この地にはケフィンによって滅ぼされた
37,Terra,セーベという国があったことを。
37,Terra,セーベは栄華をほこっていた。
37,Terra,しかし、ケフィンの古代錬金術の前には無力だった。
37,Terra,もし、セーベが古代錬金術を持っていたのならば
37,Terra,歴史は変わっていたはず。
37,Terra,決してケフィンのように幻にならずにな。
37,Terra,そう、私はそのセーベ王朝の末えい。
37,Terra,ナルムの一族の血を引くものだ。
37,Terra,つの結晶の力を使い、ケフィンにいたる。そして、
37,Terra,失われた古代錬金術を手に入れ、私はセーベ王朝を
37,Terra,復活させるのだ
37,Terra,アドルくん、本当に私がサンドリアの人々のために、
37,Terra,結晶を集めているとでも思っていたのかね
37,Terra,はっはっはっはっは
37,Terra,そう
37,Terra,つまり、きみは私におどらされていたのだよ。
37,Terra,あのスタンくんのようにな。
37,Terra,そして、イブール一家の諸君。
37,Terra,きみたちも同様だ。
37,Terra,そうだろう、リジェくん。
37,Terra,あー、リジェ
37,Terra,なんでおまえさんがドーマンと組んでいるんだい
37,Terra,はっはっはっは。説明は不要だろう。
37,Terra,きみたちもこのドーマンのコマでしか
37,Terra,なかったというだけのこと。
37,Terra,あのスタンでもダメだった結晶集め。アドルくんが
37,Terra,失敗したときのことを考え、保険としてきみたちも
37,Terra,使っていたのさ。
37,Terra,では、リジェくん。あとは、たのんだよ。
37,Terra,私はこのままケフィン廃都に向かう。
37,Terra,儀式の準備があるのでね。
37,Terra,かしこまりました。
37,Terra,聞いてのとおりだ。
37,Terra,我々にしたがってもらおう。
37,Terra,ムダな抵抗は、するな。
37,Terra,人質の命がおしければな
37,Terra,。
37,Terra,[BLUE]アドルたちは、そのままつかまってしまった
37,Terra,。[WHITE]
38,Alga,ええーい、ドーマンとリジェのヤツ。
38,Alga,思い出すだけで腹が立つよ
38,Alga,どうして、あたしらがあのリジェという女と
38,Alga,知り合いなのか不思議そうだね
38,Alga,いいよ。こうなったら隠しても仕方がないことだしね。
38,Alga,教えてやるよ。
38,Alga,あたしらがあんたの結晶をねらったのは、
38,Alga,あのリジェっていう女に頼まれたからなんだ。
38,Alga,サンドリアでヘマをして、
38,Alga,街の兵士たちに捕まったんだけど、
38,Alga,それを助けてくれたのがあのリジェなのさ。
38,Alga,そのとき、幻の都の話を聞いてね。
38,Alga,そこには金銀財宝がうなるほどあって、
38,Alga,しかも不老不死の術まであるそうじゃないか。
38,Alga,正直、憧れたよ。
38,Alga,なぜって
38,Alga,そりゃ盗賊稼業から足を洗うためさ。
38,Alga,それだけの大金があれば、じゅうぶんだからね。
38,Alga,あたしはともかく、子供たち、
38,Alga,とくにテラはまだ小さいからね。
38,Alga,いまならまだ、生き方を変えることもできる。
38,Alga,それでリジェの頼みを聞いて、ケフィンへ行く方法、
38,Alga,つまり結晶探しをやっていたのさ。
38,Alga,恩返しの意味もあったしね。
38,Terra,ママ
38,Terra,　なにいってんだい。
38,Terra,あたい、今の生活でじゅうぶん満足しているよ。
38,Terra,家族みんな一緒だし、楽しいよ
38,Alga,だめだよテラ。隠したってママはお見通しさ。
38,Alga,それにおまえは頭がいいし、心根が優しい。
38,Alga,盗賊稼業にはもったいないよ。
38,Terra,ママ
38,Terra,。
38,Alga,おっと。なんだかしめっぽい話になっちまったね。
38,Alga,さあ、アドル。
38,Alga,あんたは、これからどうするつもりなんだい
38,Alga,あたしらはあのドーマンとリジェに一泡ふかせてやる
38,Alga,つもりだよ。このままじゃイブール一家の名おれ
38,Alga,だからね。
38,Alga,あんたはどうするんだい
38,Alga,どうしますか
38,Alga,ニーナを助け出す
38,Alga,ドーマンを追う
39,Alga,そうかい。
39,Alga,そういえばあの子だけドーマンに連れていかれちまった
39,Alga,ね。いま頃は、心細い思いをしているだろう。
39,Alga,早く助け出してやんな。
40,Alga,そうかい。そうだよね。
40,Alga,あいつには散々な目にあわされたんだ。
40,Alga,このまま黙っているわけにはいかないやね。
41,Alga,よーするに、
41,Alga,あたしらの目的は似たようなもんってことだね。
41,Alga,よしっ。ここはひとつドーマンとリジェに
41,Alga,借りを返すため、協力しあおうや。
41,Alga,なーに、もうだましたりしやしないよ。
41,Alga,そうと決まれば、早くここを脱出するまでだ。
41,Alga,ディオス
41,Alga,　ノティス
41,Alga,牢屋を破れないか試してごらん
41,Alga,がってんしょうち
41,Alga,ってなもんだ、ママ
41,Alga,いくぞー
41,Alga,おりゃーーーーー
41,Alga,がんばれっ
41,Alga,兄ちゃんたち
41,Alga,全然だめだよ
41,Alga,、ママ。
41,Alga,まったく、でかい図体してなさけないったらないね。
41,Alga,何か方法はないのかい
41,Alga,こうなったらノティス、あれを使おう。
41,Alga,俺たち兄弟の
41,Alga,つの合体技のひとつ
41,Alga,。
41,Alga,お、その手があったか兄貴。
41,Alga,よしっ、やるぞ
41,Alga,イブール兄弟の
41,Alga,つの合体技のひとつ、
41,Alga,「突進
41,Alga,　壁破り
41,Alga,」
41,Alga,うわぁぁぁぁ
41,Alga,だ、だめか
41,Alga,。
41,Alga,やはり内側は頑丈にできてやがるな。
41,Alga,でも、少しだけヒビが入ったよ。
41,Alga,いまのを何度も繰り返せば
41,Alga,。
41,Alga,それはダメだ。
41,Alga,俺たちの合体技はそう何度も使えないんだ
41,Alga,。
41,Alga,なんでよ
41,Alga,ただ、ふたりでぶつかっているだけじゃんか。
41,Alga,いまの一撃で体中が痛い。
41,Alga,何度もやったら、体がもたないんだ。
41,Alga,だったら、そう言いなよ
41,Alga,くやしいなあ。
41,Alga,もうちょっとで破れそうなんだけど。
41,Alga,きゃあっ
41,Alga,なに
41,Alga,　なに
41,Alga,　なに
41,Alga,アドル、ここだったか。
41,Alga,助けにきたぜ
41,Alga,ドーマンとかいうやつは町を出ていったが、
41,Alga,残ったナルムの使徒団が町を占領している。
41,Alga,一刻も早くエフィや町のみんなを助け出したいんだ。
41,Alga,力を貸してくれ
41,Alga,す、すっげえ。
41,Alga,あの壁を一発で破っちまった。
41,Alga,つまでそうやってんだ、アドル。
41,Alga,さあ行くぞ。
41,Alga,うわっ
41,Alga,な、なに触ってんだい、アドルのすけべ
41,Alga,さあ、ボケッとしていないで行くよ。
41,Alga,あのドーマンのヤツに、
41,Alga,一泡ふかせてやろうじゃないか
42,Alga,ドル
42,Alga,とっとと、ヤツらを町から追い出すぜ
44,Alga,[BLUE]フェルテの町を解放した
44,Alga,[WHITE]
45,Alga,くそう、あいつらめ。
45,Alga,町がメチャクチャになっちまったぜ。
45,Alga,アドル、おまえはいまからあのドーマンとかいうヤツを
45,Alga,追うんだろう
45,Alga,俺も助太刀するぜ。
45,Alga,ドギさん
45,Alga,ご無事でしたか。
45,Alga,よ、よかった
45,Alga,。
45,Alga,エフィ、大丈夫か
45,Alga,しっかりしろ。
45,Alga,ドギ、ナルムの使徒団は倒したとはいえ、
45,Alga,町は大打撃を受けてしまった。
45,Alga,こんなところに砂漠の魔物たちが来ようものなら
45,Alga,。
45,Alga,しばらくは俺たちと一緒に町を守ってくれ、ドギ
45,Alga,う、そ、そりゃ、そうしたいのはやまやまだが、
45,Alga,俺は今からアドルと一緒に
45,Alga,。
45,Alga,[BLUE]アドルは何もいわず、ドギの肩をたたいた
45,Alga,。[WHITE]
45,Alga,す、すまない、アドル。
45,Alga,かんじんなところで力になれなくて。
45,Alga,やっぱり町やエフィたちをほうってはおけない
45,Alga,。
45,Alga,そのかわり約束するぜ
45,Alga,おまえがあの悪党をやっつけるまで、
45,Alga,何が何でもこの町を守り抜いてやるってな。
45,Alga,こっちのことは気にせず、
45,Alga,あいつを追ってくれ、アドル。
45,Alga,アドルさん、ドーマンを追うんだな。
45,Alga,だったら、こいつを持っていきな。
45,Alga,こいつはサージアイといってな、
45,Alga,こいつがあれば風の切れ目ってのが、
45,Alga,見えてくるはずだ。
45,Alga,砂漠の南で、どうしても進めない場所から、
45,Alga,ナルムの使徒たちが根城にしている、
45,Alga,廃都へ行けるようになるはずだ。
45,Alga,[BLUE]アドルはサージアイを受け取った。[WHITE]
45,Alga,気をつけていけよ。
45,Alga,アドル、あたしらも準備を整えたら、
45,Alga,すぐに駆けつけるよ。
45,Alga,悪いが、先に行ってておくれ。
46,Alga,さぁ
46,Alga,グズグスしてないで、
46,Alga,準備がすんだら、とっとと出発するよ
46,Alga,待ってください
46,Alga,私も、いっしょに
46,Alga,つれて行ってください。
46,Alga,あんた、あたしたちが盗賊イブール一家と知っての
46,Alga,ことだろうね
46,Alga,あたしたちは、これから、遊びにいく
46,Alga,わけじゃないんだ。おことわりだね。
46,Alga,私は、マーシャといいます。
46,Alga,ドーマンの、くわだてを止めるため
46,Alga,アドルさんのカが必要なんです。
46,Alga,あなたたちの仕事のじゃまはしないわ。
46,Alga,お願い
46,Alga,。
46,Alga,ふっ。そうかい。
46,Alga,あんたもドーマンのじゃまをしに行こう
46,Alga,って言うんだね。
46,Alga,それと、あのアドルとは、
46,Alga,何かワケありみたいだし
46,Alga,。
46,Alga,そういうことなら、ついてきな。
46,Alga,ふっ
46,Alga,なんだかおもしろくなってきたねぇ。
46,Alga,ありがとう。
46,Alga,なにさ、あの女。
46,Alga,それにしても、アドルのやつ。
46,Alga,ドーマンにさらわれた子といい、
46,Alga,どうしてキレイな女の人の知り合いが多いんだよ
51,Terra,なんだろう、この歌
51,Terra,。
51,Terra,なんだか、あったかいなぁ
51,Terra,。
51,Terra,あ、あんたは
51,Niena,あなたは
51,Terra,あたいはテラってんだ。
51,Terra,ほんとはアドルたちとあんたを助けに
51,Terra,来たんだけどね。
51,Niena,ごめんなさい、私のせいで
51,Niena,。
51,Terra,気にしないで。あたいがドジっただけだからさ。
51,Terra,それに、きっとアイツがなんとかしてくれるよ。
51,Niena,テラさんは、アドルさんを
51,Niena,信じているんですね。
51,Terra,な、な、な、なにいってんだい。
51,Terra,そんなんじゃないよ。
51,Terra,それより「テラさん」ってやめてくんないかな
51,Terra,あたいのほうが年下なんだし、
51,Terra,「テラ」って呼んでよ。
51,Niena,ええ。それじゃ、私のことも
51,Niena,「ニーナ」って呼んでください。
51,Terra,うん。
51,Terra,ニーナ、アイツはすごいお人好しだけど、
51,Terra,なんか他の男にはない不思議な感じがするんだ。
51,Terra,だから、きっとアイツが助けに来てくれるよ。
51,Niena,確かにアドルさんには
51,Niena,不思議なものを感じます。
51,Terra,そうそう、きっと大丈夫だって。
51,Terra,それより、さっきの歌、また聴かせてよ。
51,Terra,なんだか、すごくあったかい歌
51,Terra,。
51,Niena,そうですね、それでテラがもっと元気に
51,Niena,なってくれるなら
51,Niena,。
53,Niena,この町はまずしい。じゃが、それにしても最近の野盗や
53,Niena,魔物さわぎはおかしい
53,Niena,。
53,Niena,あんたみたいな冒険者たちがケフィンの廃都を荒らすから、
53,Niena,きっと、そのたたりだよ。
53,Niena,これはきっとたたりにちがいない
53,Niena,あんたたちが悪いんだ
54,Niena,ムハーバのとこのエフィはやさしくていい子だよ。
54,Niena,あのムハーバからどうやってあんなカワイイ子が
54,Niena,できたのか不思議でしょうがないよ。
55,Niena,ナルムの使徒団っていう野盗たちを知っているかい
55,Niena,最近、このへんを荒らしまわっている連中なんだけど、
55,Niena,ムハーバさんの古いご友人という方が、何度もヤツらを
55,Niena,おっぱらってくれたんだよ。
55,Niena,最初はいかがわしげな男の人と思っていたけど、
55,Niena,いまじゃ町の勇者さまだね。
55,Niena,ありがたい話だよ。
56,Niena,ムハーバが言っていたんだが、なんでも砂漠をこえると
56,Niena,オアシスがあって、その奥にはケフィンの廃都
56,Niena,があるそうだ。
56,Niena,そこには、ナントカっていう結晶があるとも
56,Niena,言っていたっけ。
57,Niena,今度またエフィねえちゃんの家にあそびに行くんだ。
57,Niena,ねえちゃんの作ったクッキーって、
57,Niena,すっごくおいしいんだよ。
57,Niena,ムハーバのおじさんは、ちょっとおっかない顔してるけどね。
58,Niena,ムハーバさんのところにやってきた男の人、
58,Niena,最初は怖そうな大男だって思ったけど、今はちがうわ。
58,Niena,ムハーバさんと一緒になって、砂漠の見回りをしたり、
58,Niena,魔物たちをやっつけたり、
58,Niena,井戸掘りを手伝ってくれたり、
58,Niena,いまでは町の誰もが頼りにしているわ。
58,Niena,なんでも、今度はムハーバさんと一緒になって、
58,Niena,魔物の大退治に乗り出してくれるそうなんですって。
59,Niena,旅の方、
59,Niena,サファル砂漠にはもう行ったかね
59,Niena,砂漠に行ったかね
59,Niena,はい
59,Niena,いいえ
60,Niena,ならば見たじゃろう、あの砂嵐の壁を。
60,Niena,わしの小さい頃から、あの向こうに幻の王国があると
60,Niena,言われ続けておる。
60,Niena,もっとも誰も通れないのだから噂じゃがの。
61,Niena,そうかい。
61,Niena,ここから砂漠に入って北の方に、
61,Niena,すさまじい砂嵐の壁がある。
61,Niena,この町ができるずっと前より、
61,Niena,ただの
61,Niena,度も止んだことのない不思議な砂嵐じゃ
61,Niena,その先に進んだものもひとりもいない。
61,Niena,是非
61,Niena,度その目でみるとよい。
62,Niena,最近、ムハーバさんところのエフィちゃんは、
62,Niena,ますます女らしくなっていくねえ
62,Niena,あれは
62,Niena,好きな男でもできたな。
62,Niena,相手は誰だろう
62,Niena,町
62,Niena,番の幸せ者だぜ。
63,Niena,よぅ、にいちゃん
63,Niena,水は
63,Niena,杯
63,Niena,だ
63,Niena,飲んでいくかい
63,Niena,にいちゃんが、ナルムのなんとか
63,Niena,っての追い払ってくれたんだってな
63,Niena,ありがとよ。
63,Niena,これで町も活気づくといいんだが
63,Niena,。
63,Niena,ところで、水でも飲んでいくかい
64,Niena,水を飲みますか
64,Niena,飲む
64,Niena,飲まない
65,Niena,[BLUE]
65,Niena,渡して、水を
65,Niena,杯飲んだ。[WHITE]
65,Niena,[BLUE]きれいな水が体に染み渡る
65,Niena,。[WHITE]
65,Niena,なんだ。
65,Niena,お金が足らないな。
65,Niena,この町じゃ、水は貴重だ。
65,Niena,悪いが、水をタダでやるわけにはいかないな。
66,Niena,そこのナルム河の水は飲めねぇが、
66,Niena,このサファル砂漠のオアシスから運んできた
66,Niena,水は格別だぜ。
66,Niena,こんなにうまいのに残念だぜ。
67,Niena,水を飲みますか
67,Niena,飲む
67,Niena,飲まない
68,Niena,おう。サービスだ。
68,Niena,金はいらねぇぜ。
68,Niena,[BLUE]水を
68,Niena,杯飲んだ。[WHITE]
68,Niena,[BLUE]きれいな水が体に染み渡る
68,Niena,。[WHITE]
69,Niena,おう。遠慮はいけねぇ
69,Niena,サービスだ。
69,Niena,[BLUE]水を無理矢理、飲まされた。[WHITE]
69,Niena,[BLUE]きれいな水が体に染み渡る
69,Niena,。[WHITE]
70,Niena,いらっしゃいませ。
70,Niena,ご注文はおきまりですか
71,Niena,やぁ、アドルさん。
71,Niena,この町はいいね。
71,Niena,この町で、すこしゆっくりしようかと思いますよ。
72,Niena,また手紙を預かってるよ。
72,Niena,はい、これ。
72,Niena,代金は例の男からもらっているから
72,Niena,いらないよ。
72,Niena,ドギさんが戻ってきたみたいですね。
72,Niena,前に手紙を預かってたんですけど
72,Niena,。
72,Niena,いまさらですが、お渡ししますね。
73,Niena,前略　アドル。
73,Niena,アドル、じつはいま世話になっている家の女の子が、
73,Niena,本当に俺によくしてくれてね。
73,Niena,何かプレゼントしようと思っているんだ。
73,Niena,だけど、このへんの町ときたら、
73,Niena,武器屋と防具屋しかないじゃないか。
73,Niena,どっちをプレゼントしたら喜んで
73,Niena,もらえるんだろうか
73,Niena,ドギより
74,Niena,よう、アドル遅かったな。
75,Niena,アンタ、見かけない顔だな。
76,Niena,サンドリアへの橋は
76,Niena,修復されたという話です。
77,Niena,こんなまずしい町をナルムの使徒が襲ってくるとは。
77,Niena,あんたみたいな冒険者たちがケフィンの廃都を荒らすから、
77,Niena,きっと、そのたたりだよ。
77,Niena,これはきっとたたりにちがいない
77,Niena,あんたたちが悪いんだ
78,Niena,ムハーバのとこのエフィはやさしくていい子だよ。
78,Niena,あのムハーバからどうやってあんなカワイイ子が
78,Niena,できたのか不思議でしょうがないよ。
79,Niena,とうとうナルムの使徒が
79,Niena,直接、町を襲ってくるなんてねぇ。
79,Niena,物騒な世の中になったわねぇ。
80,Niena,ムハーバが言っていたんだが、なんでも砂漠をこえると
80,Niena,オアシスがあって、その奥にはケフィンの廃都
80,Niena,があるそうだ。
80,Niena,そこには、ナントカっていう結晶があるとも
80,Niena,言っていたっけ。
81,Niena,こわかったよ
81,Niena,。
81,Niena,今度またエフィねえちゃんの家にあそびに行けるかな。
82,Niena,ムハーバさんのところにやってきた男の人、
82,Niena,最初は怖そうな大男だって思ったけど、今はちがうわ。
82,Niena,ムハーバさんと一緒になって、砂漠の見回りをしたり、
82,Niena,魔物たちをやっつけたり、
82,Niena,井戸掘りを手伝ってくれたり。
82,Niena,いまでは町の誰もが頼りにしているわ。
82,Niena,今度もナルムの使徒を追い払ってくださったんですって。
83,Niena,旅の方、
83,Niena,サファル砂漠にはもう行ったかね
83,Niena,サファル砂漠に、ナルムの使徒のアジトがあるとの噂じゃ。
84,Niena,最近、ムハーバさんところのエフィちゃんは、
84,Niena,ますます女らしくなっていくねえ
84,Niena,あれは
84,Niena,好きな男でもできたなぁ。
84,Niena,相手は誰だろう
84,Niena,町
84,Niena,番の幸せ者だぜ。
85,Niena,やぁ、アドルさん。
85,Niena,あんな盗賊団が襲ってくるなんて。
85,Niena,この町も安心できないんですね。
86,Niena,ハッハッハッ
87,Niena,ワン
87,Niena,　ワン
88,Niena,クゥン
89,Niena,困りました
89,Niena,この前の大雨でココに置いておいた荷物が
89,Niena,流されてしまいました。
89,Niena,このままでは、旦那様に怒られてしまいます
89,Niena,。
90,Niena,何が流されたのか
90,Niena,ですか
90,Niena,干し肉を
90,Niena,個ほどなのですが
90,Niena,困りました
90,Niena,。
90,Niena,どうしますか
90,Niena,干し肉を渡す
90,Niena,渡さない
92,Niena,ああ、どうしよう
92,Niena,このままでは、旦那様にしかられてしまいます
92,Niena,。
93,Niena,[BLUE]干し肉の数が足りない。[WHITE]
93,Niena,ありがとうございます。
93,Niena,お気持ちだけ受け取っておきますね。
94,Niena,[BLUE]干し肉を
94,Niena,個渡した。[WHITE]
94,Niena,ありがとうございます。
94,Niena,これで、旦那様にしかられなくてすみます。
95,Niena,今回は、本当にありがとうございました。
96,Niena,遅い
96,Niena,アイツはどこほっつき歩いてるんだ
96,Niena,お使いもまともにできんのか
96,Niena,これでやっと、サンドリアに出発できますよ。
97,Niena,いらっしゃいませ。
97,Niena,お疲れですね。
97,Niena,記録なさいますか
97,Niena,はい
97,Niena,いいえ
98,Niena,ありがとうございました。
99,Niena,ありがとうございました。
100,Niena,らっしゃい
100,Niena,なんかようかい
100,Niena,ありがとよ
101,Niena,いらっしゃい。
101,Niena,どんな道具がご入用ですか
101,Niena,まいど、ありがとうね。
102,Niena,いらっしゃい。
102,Niena,いい武器があるぜ。
102,Niena,まいど、ありがとうね。
103,Niena,いらっしゃいませ。
103,Niena,丈夫な防具は如何ですか
103,Niena,ありがとうございました。
104,Niena,いらっしゃいませ。
104,Niena,お疲れですね。
104,Niena,記録なさいますか
104,Niena,はい
104,Niena,いいえ
105,Niena,ありがとうございました。
106,Niena,ありがとうございました。
107,Niena,いらっしゃい。
107,Niena,どんな道具がご入用ですか
107,Niena,まいど、ありがとうね。
109,Niena,魔物、こわい。帰り道、ふさいでいる。
117,Niena,おれ、もう帰ろうと思ったけど、帰れない。
117,Niena,こわい魔物が帰り道、ふさいでいる。
117,Niena,だから、帰れない。でも、帰りたいよ。
118,Niena,あー、友達。コロの友達。
118,Niena,あの魔物をやっつけてくれたんだな。
118,Niena,さすが友達。やっぱり人間、いいヤツだ。
118,Niena,友達、おれ何かお礼がしたい。
118,Niena,友達、おれのすみかに来たら、必ず声をかけて欲しい。
118,Niena,友達、じゃあ、おれ帰るな。
118,Niena,友達、本当ありがとうな。
119,Niena,ありがと。おまえ、人間か
119,Niena,　人間なのか
119,Niena,いま、おまえ、おれ助けてくれた。
119,Niena,おれの友達になってくれるのか
120,Niena,ありがと。おまえ、人間か
120,Niena,　人間なのか
120,Niena,いま、おまえ、おれ助けてくれた。
120,Niena,おれの友達になってくれるのか
121,Niena,友達になりますか
121,Niena,はい
121,Niena,いいえ
122,Niena,おれ、コボルド。コボルドの
122,Niena,コロ[WHITE]。
122,Niena,人間見るの初めてだ。おれ、一目人間みたくて、
122,Niena,ここまできた。
122,Niena,おれたちコボルド、みなケフィンで生まれた。
122,Niena,昔は人間とずっと友達だった。
122,Niena,だけど、ケフィンが嵐の中に消えて、それっきり。
122,Niena,おれたち、コボルド、いつも人間の友達ほしがって
122,Niena,いる。また、仲良くなりたい。
122,Niena,でも、たまに人間きても、魔物あつかいされてしまう
122,Niena,って、父ちゃん言ってた。
122,Niena,おまえ、おれ助けてくれた。友達だ。
122,Niena,おれ、人間の友達できて、うれしい。
122,Niena,友達、おれ何かお礼がしたい。
122,Niena,友達、おれのすみかに来たら、必ず声をかけて欲しい。
122,Niena,友達、じゃあ、おれ帰るな。
122,Niena,友達、本当ありがとうな。
123,Niena,おれ、人間の友達ほしい。
123,Niena,友達になってくれないのか
127,Niena,シルフィードの羽を使いますか
127,Niena,使わない
127,Niena,使う
130,Niena,ワープポイントモノリスについて
130,Niena,ワープポイントモノリスは
130,Niena,『シルフィードの羽』を触れさせる
130,Niena,ことによって力を発揮し、
130,Niena,マーシャの家まで
130,Niena,一瞬でワープすることができます。
130,Niena,マーシャの家への一方通行に
130,Niena,なっているのでご注意ください。
130,Niena,シルフィードの羽を使いますか
130,Niena,使わない
130,Niena,使う
131,Niena,[BLUE]穏やかな光を湛えた石碑だ。[WHITE]
1,Niena,[BLUE]目の前に砂嵐で出来た
1,Niena,巨大な壁が立ちふさがっている。[WHITE]
2,Niena,う、うぐぐぅ。
2,Niena,最近、あまりにも砂漠に魔物たちが多くて、
2,Niena,物資の行き来もままならない状態が続いていたんだ。
2,Niena,それで、ついにムハーバさんとその友人が
2,Niena,立ち上がってくれて、大がかりな魔物討伐に
2,Niena,向かってくれたんだけど
2,Niena,。
2,Niena,どうやら、すごい魔物の群れに襲われてしまった
2,Niena,らしい。
2,Niena,ムハーバさんの古くからのご友人が
2,Niena,ひとり残って魔物たちと闘い、
2,Niena,そのスキにみんなを逃がしてくれたんだ。
2,Niena,このままじゃ、このフェルテのために、
2,Niena,あの男の人が死んじまうよ。
3,Niena,ドルさん
3,Niena,あの方を助けてくださるのですね
4,Effey,そ、そんな
4,Effey,ああ、どうしよう。あの方が、そんな
4,Effey,どうにかならないんですか
4,Effey,アドルさん、お願いします。アドルさん、
4,Effey,父の友人である、あの方を助けてください。
4,Effey,アドルさん
4,Effey,引き受けますか
4,Effey,はい
4,Effey,いいえ
5,Effey,アドルさん、ありがとうございます
5,Effey,あの方を、
5,Effey,あの方を助けてください。
